Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,,
The Alley,-1,5,"239/4 Nguyen Thien Thuat street, Nha Trang 0258 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/92/cb/92/entrance.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/92/cb/92/entrance.jpg?w=800&h=-1&s=1 2x","Tôi không thể tưởng tượng bất cứ điều gì tốt hơn cho mức giá thấp này. Nhân viên thân thiện đáng kinh ngạc, những người khóa xe máy của bạn bên trong hành lang vào ban đêm vì sự an toàn và những người có sẵn cả đêm. Sạch sẽ, tiện nghi hiện đại, không có tiếng ồn đường phố. ! Tôi không thể tưởng tượng được điều gì tốt hơn.",Xếp thứ 2 trong 54 nhà nghỉ tại Nha Trang,,
Gold Plus Hotel,264.550 ₫,4,"Xuan Tien Village Son Trach, Bo Trach, Vườn quốc gia Phong Nha-Kẻ Bàng 511860 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/bf/3c/92/gold-plus-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/bf/3c/92/gold-plus-hotel.jpg?w=800&h=-1&s=1 2x","Rất khuyên bạn nên khách sạn này! Các nhân viên rất đáng yêu và rất hữu ích, các phòng đều rộng rãi sạch sẽ và thoải mái! Khách sạn này nằm ngay tại trung tâm và giá cả hợp lý như vậy với bữa sáng! Con hổ dễ dàng ở bên cạnh nhưng một và bạn có thể trả 60 k đồng cho một ban nhạc cổ tay và sử dụng hồ bơi của họ vv cho miễn là bạn đang ở trong khu vực",Xếp thứ 8 trong 9 nhà nghỉ tại Vườn quốc gia Phong Nha-Kẻ Bàng,,
Newland Hostel,-1,4.5,"9a Hai Ba Trung, Đà Lạt Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/42/c0/e0/newland-hostel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/42/c0/e0/newland-hostel.jpg?w=800&h=-1&s=1 2x",-1,Xếp thứ 48 trong 240 nhà trọ tại Đà Lạt,,
An Bang Beach Hai An Villa,561.381 ₫,5,"Group 9, An Bang Beach, Cam An, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/43/7b/77/hai-an-villa.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/43/7b/77/hai-an-villa.jpg?w=800&h=-1&s=1 2x","Gia đình tôi có kỳ nghỉ tuyệt vời khi đến hội an. Chúng tôi rất thích biển, đồ ăn, con người Hội an, đặc biệt villa Hải an với phòng ốc sạch sẽ, tiện nghi, anh chị chủ thật thân thiện. Chắc chắn có dịp quay lại Hoi an, chúng tôi sẽ tiếp tục lựa chọn Hải an villa.",Xếp thứ 9 trong 27 nhà ngoại ô tại Hội An,,
Khách sạn Đại Long,-1,3.5,"680 Hai Ba Trung, Hội An Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/e2/c7/2b/dai-long-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/e2/c7/2b/dai-long-hotel.jpg?w=600&h=-1&s=1 2x","Tìm kiếm khách sạn ở Hội An? Hãy xem Khách sạn Đại Long, khách sạn nhỏ bình dân, lưu trú tại đây sẽ giúp bạn khám phá Hội An một cách dễ dàng.
Bạn sẽ tận hưởng căn phòng với điều hòa nhiệt độ, màn và bàn làm việc, và bạn chắc chắn sẽ được kết nối internet trong thời gian này bởi Khách sạn Đại Long cung cấp cho du khách wifi miễn phí.
Khách sạn nhỏ còn cung cấp bàn lễ tân 24 giờ, dịch vụ phòng và đổi tiền. Hơn nữa, Khách sạn Đại Long với bữa sáng, mang lại những giây phút thư giãn trốn khỏi một ngày bận rộn. Với khách có xe cộ bãi đỗ xe có sẵn.",Số 52 trong 101 khách sạn nhỏ tại Hội An,,
Thu Guest House,222.222 ₫,4,"02b Kim Dong str Phúc Thành, Ninh Bình 430000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6c/bc/1b/doubleroom.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6c/bc/1b/doubleroom.jpg?w=800&h=-1&s=1 2x","Discover a friendly and intimate atmosphere at Thu guest house. A family hotel in Ninh Ninh.Thu guest house is located in the centre of city. The Commercial Bank, market, Post office and downtown area are nearby, the bus and train station are only within 5 minutes walk. This cozy and friendly guest house has different room types such as Double room, Twin room, Triple room. All rooms covers an area of 23 square meters. In The Room there are conditioning air, Mini bar, wireless Internet access free and TV with cable with international chanel, bathroom has hot shower,Includes breakfast for rooms.This room has windows overlooking the city .... Our Rooms are clean and quiet.",Xếp thứ 17 trong 43 nhà nghỉ tại Ninh Bình,,
Nhà nghỉ Tigon,-1,3.5,"11B Nguyễn Công Trứ, Huế 530000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/83/12/a9/spacious-beds.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/83/12/a9/spacious-beds.jpg?w=800&h=-1&s=1 2x","Rất thân thiện và vui vẻ nhân viên, thoải mái ba lô thoải mái, vị trí tuyệt vời trong một con hẻm ngay bên ngoài trung tâm thành phố, do đó, không quá touristy và với một số địa điểm lớn xung quanh. Nơi rất xã hội với bữa tối chung, nội thất với rất nhiều gỗ. Ngôi nhà bulldog Gon là một ngôi sao.",Xếp thứ 29 trong 82 nhà trọ tại Huế,,
LiLa Inn,285.714 ₫,4.5,"50 Hai Bà Trưng P. Nguyễn Trãi, Hà Giang 310000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/27/8a/smoothies-fruit-bowl.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/27/8a/smoothies-fruit-bowl.jpg?w=800&h=-1&s=1 2x","Lila nằm ngay bên ngoài trung tâm thành phố một chút nhưng không quá xa. Nơi sạch sẽ và các dấu hiệu dễ dàng. Rèm cửa trong phòng hơi mỏng nhưng điều đó là tốt. Liêm là đàn ông. Anh ấy rất cá tính và hiểu biết về vòng lặp. Những chiếc xe máy họ thuê là đỉnh cao. Họ trông mới và rất đẹp để lái xe. Khi tôi trở lại, họ đã thay dầu động cơ ngay lập tức để bạn biết họ quan tâm đến xe đạp. Bạn sẽ không phạm sai lầm khi ở đây nó thuê từ đây. Trên hết, Liêm giúp tôi có một chuyến xe buýt tốt đến Hà Nội. Một lần nữa xin cảm ơn : )",Xếp thứ 27 trong 83 nhà trọ tại Hà Giang,,
Dalat Green City Hotel,-1,4,"174 Phan Đình Phùng Street, Đà Lạt 6001 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/2a/00/2b/lobby.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/2a/00/2b/lobby.jpg?w=600&h=-1&s=1 2x","Chào đón bạn đến với Dalat Green City Hotel, ""Mái nhà xa"" của bạn ở Đà Lạt. Dalat Green City Hotel sẽ mang đến cho bạn quãng thời gian lưu trú thư giãn và dễ chịu nhất có thể. Đây cũng là lý do tại sao nhiều khách du lịch tiếp tục quay trở lại khách sạn sau nhiều năm.
Nếu muốn ở gần những địa danh yêu thích như Linh Son Pagoda (0,3 km) và Lam Vien Square (1,5 km), du khách tại Dalat Green City Hotel có thể dễ dàng đến thăm những địa điểm nổi tiếng nhất này của Đà Lạt.
Wifi miễn phí được cung cấp cho khách, và các phòng của Dalat Green City Hotel đều có quầy bar mini và điều hòa nhiệt độ.",Số 19 trong 239 khách sạn nhỏ tại Đà Lạt,,
Khách sạn Bình Yên,-1,4,"7 Hải Thượng Ward 5, Đà Lạt Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a0/e8/fe/binh-yen-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a0/e8/fe/binh-yen-hotel.jpg?w=800&h=-1&s=1 2x","Phòng đôi thiết kế khá đẹp, rộng rãi. Tuy nhiên nếu có thêm quạt hoặc điều hòa thì sẽ thoải mái hơn cho dù thời tiết có mát. nhân viên thân thiện và nhiệt tình :D Giá khá ổn cho chất lượng. nên thuê xe máy đi lại tiện lợi. gần ks có cơm gà chiên mắm khá ngon.",Xếp thứ 49 trong 240 nhà trọ tại Đà Lạt,,
"Seamist Ocean Villa
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"Lạc Long Quân, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/65/81/f7/getlstd-property-photo.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/65/81/f7/getlstd-property-photo.jpg?w=800&h=-1&s=1 2x","Biệt thự đại dương Seamist là một căn phòng tuyệt đẹp với sân riêng của chúng ta. Giá rất tốt và sạch sẽ và gọn gàng. Phòng phục vụ hàng ngày. Gần bãi biển và nhà hàng. Chủ nhà và vợ rất thân thiện và hiếu khách, như gia đình. Bạn có thể giặt quần áo của bạn quá. Bữa sáng được bạn chọn từ thực đơn hàng ngày và được phục vụ trên sân của chúng tôi, nó cũng rất ngon với một đĩa trái cây. Tôi đề nghị biệt thự này cho một kỳ nghỉ thú vị ở Hội An.",Xếp thứ 55 trong 78 biệt thự tại Hội An,,
Hanoi Grand Hotel,-1,4,"No. 26 Hoi Vu Street, Old Quarter Hoan Kiem District, Hà Nội 10000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b0/c9/25/hanoi-grand-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/b0/c9/25/hanoi-grand-hotel.jpg?w=600&h=-1&s=1 2x","Tìm kiếm khách sạn ở Hà Nội? Hãy xem Hanoi Grand Hotel, khách sạn nhỏ sang trọng, lưu trú tại đây sẽ giúp bạn khám phá Hà Nội một cách dễ dàng.
Các phòng khách sạn cung cấp tv màn hình phẳng, quầy bar mini và điều hòa nhiệt độ, và online là có thể vì wifi miễn phí có sẵn, cho phép bạn thư giãn nghỉ ngơi không phải lo lắng gì.
Hanoi Grand Hotel cung cấp dịch vụ phòng và nhân viên hỗ trợ khách. Hơn nữa, là khách hàng giá trị của Hanoi Grand Hotel, bạn có thể tận hưởng bữa sáng, có sẵn tại khách sạn.",Số 82 trong 381 khách sạn nhỏ tại Hà Nội,,
Blue Lagoon Cat Ba,1.018.519 ₫,5,"352 Hà Sen, Thành phố Hải Phòng, Cát Bà Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/27/b0/6c/caption.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/27/b0/6c/caption.jpg?w=800&h=-1&s=1 2x",Had a brilliant time here with the family. Amazing staff and ginger the dog was the icing on the cake. Great breakfast and coffee. It was nice to be out of town a bit and taxis were cheap to get around. Thoroughly recommended. If you like big friendly labradors and blind cats then this is for you!,Số 2 trong 6 B&B tại Cát Bà,,
Hello Mu Cang Chai Homestay,-1,5,"La Pan Tan, Mu Cang Chai Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/eb/bc/72/hello-mu-cang-chai-homestay.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/eb/bc/72/hello-mu-cang-chai-homestay.jpg?w=800&h=-1&s=1 2x","Hello Mù cang chải là một home stay ở La pán tẩn, nằm trên 1 quả đồi có cảnh quan rất đẹp, có thể nhìn xuống ruộng bậc thang. Hai vợ chồng chủ nhà vui vẻ, thân thiện, nấu ăn ngon. Rất hài lòng với home stay này.",Xếp thứ 2 trong 7 nhà trọ tại Mu Cang Chai,,
Tra Que Riverside Homestay,-1,5,"Group 6, Tra Que Vegetable Village Cam Ha, Hội An Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/03/06/75/ansicht.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/03/06/75/ansicht.jpg?w=800&h=-1&s=1 2x",Bạn gái của tôi và tôi ở lại đây 7 đêm và đó là một trong những trải nghiệm tuyệt vời nhất mà chúng tôi đã có ở Việt Nam trong kỳ nghỉ của chúng tôi. Các chủ sở hữu rất thân thiện và tuyệt vời! Dịch vụ và sự giúp đỡ của họ rất nổi bật. Các phòng rất rộng rãi và được trang trí độc đáo. Chúng tôi thực sự cảm thấy như ở nhà và chúng tôi chắc chắn sẽ trở lại nếu chúng tôi đến thăm Hội An!,Xếp thứ 47 trong 87 nhà nghỉ tại Hội An,,
Icolor Dalat Hostel,-1,4.5,"23 Đặng Thái Thân Phường 3, Đà Lạt 02633 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/63/1b/a1/icolor-dalat-hostel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/63/1b/a1/icolor-dalat-hostel.jpg?w=800&h=-1&s=1 2x","(+) chổ nghĩ gọn gàng, sạch. (+) 2 em phụ trách nhiệt tình và vui vẻ. (+) Giá cả bình dân, phù hợp với mọi người. (+) View từ phòng hay bancon khá đẹp. (-) Ngay đầu thành phố, gần bến xe nên hơi xa trung tâm. (-) Đường vào đi ngang chổ xả nước thải của nhà khác, mất vệ sinh.",Xếp thứ 2 trong 102 nhà nghỉ tại Đà Lạt,,
Sapa Tavan Hostel,263.889 ₫,5,"Tả Van, Sapa Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2d/22/05/sapa-tavan-hostel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2d/22/05/sapa-tavan-hostel.jpg?w=800&h=-1&s=1 2x","Chúng tôi ở trong phòng riêng. Mọi thứ đã tốt. Vòi hoa sen và nhà vệ sinh được chia sẻ với các phòng khác. Phòng tất nhiên là phòng ký túc xá, vì vậy đừng mong đợi tiêu chuẩn cao, nhưng không sao. Chúng tôi đã có những cuộc trò chuyện dài với chủ sở hữu và có một trải nghiệm tuyệt vời",Xếp thứ 15 trong 92 nhà trọ tại Sapa,,
Antonico Villa,512.703 ₫,5,"Ngõ 20 Hoàng Hoa Thám Phường 10, Đà Lạt Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ed/ce/71/antonico-villa.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ed/ce/71/antonico-villa.jpg?w=800&h=-1&s=1 2x","Nếu bạn đang tìm kiếm nhà trọ ở Đà Lạt, hãy thử nghiệm Antonico Villa.
Nằm gần các địa danh như Lam Vien Square (2,3 km) và Statue Of Golden Buddha (3,1 km) đã làm Antonico Villa trở thành lựa chọn lý tưởng khi đến Đà Lạt.
Nhà trọ còn cung cấp dịch vụ phòng, và bạn có thể kết nội mạng trong thời gian ở đây vì Antonico Villa cung cấp wifi miễn phí. Hơn nữa, Antonico Villa cung cấp bữa sáng, mang tới những phút giây thư thái sau một ngày bận rộn. Cho khách có xe cộ, đỗ xe miễn phí có sẵn.",Số 2 trong 14 nhà trọ tại Đà Lạt,,
Venus Hotel Tam Đảo,2.989.816 ₫,4.5,"Zone 1, Tam Đảo 15300 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/56/9a/25/venus-hotel-tam-d-o.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/56/9a/25/venus-hotel-tam-d-o.jpg?w=700&h=-1&s=1 2x","Bố mẹ tôi đã kỷ niệm 30 năm ngày cưới tại Tam Đảo. Bạn Nguyệt lễ tân đã hỗ trợ chúng tôi rất nhiệt tình, sắp xếp 4 phòng cùng thư chào mừng dành cho từng phòng một. Bố mẹ tôi đã có một ngày kỉ niệm rất hạnh phúc trong tiết trời se lạnh của Tam Đảo. Phòng ốc sạch sẽ và đầy đủ tiện nghi. Khách sạn được trang trí rất đẹp. Gia đình tôi đã chụp được rất nhiều ảnh để kỉ niệm cho chuyến đi này. Tuy nhiên, quãng thời gian 2n1d là quá ngắn để chúng tôi khám phá hết các góc chụp hình tuyệt vời tại đây. Hi vọng có một ngày không xa chúng tôi có thể quay lại và dành nhiều thời gian hơn với Venus",Số 1 trong 5 khách sạn nhỏ tại Tam Đảo,,
Dugong Cottage Phu Quoc,-1,4,"Group 12, Rach Ham Hamlet tổ 12, ấp Rạch Hàm, Hàm Ninh, Đảo Phú Quốc 922200 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/fb/cb/2f/dugong-resort-phu-quoc.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/fb/cb/2f/dugong-resort-phu-quoc.jpg?w=800&h=-1&s=1 2x","Dugong Resort Phu Quoc là một lựa chọn tuyệt vời cho khách du lịch khi đến Hàm Ninh, cung cấp không khí dành cho gia đình cùng với nhiều tiện nghi hữu ích cho kì nghỉ của bạn.
Trong khi ở Dugong Resort Phu Quoc, du khách có thể khám phá Bến Hàm Ninh (2,9 km), một điểm đến ưa chuộng của Hàm Ninh.
Các phòng khách sạn cung cấp điều hòa nhiệt độ, và online là có thể vì wifi miễn phí có sẵn, cho phép bạn thư giãn nghỉ ngơi không phải lo lắng gì.",Số 3 trong 11 nhà trọ tại Đảo Phú Quốc,,
Tropicland Backpackers,-1,4.5,"56 truong Dinh Street, Ben Thanh Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/fe/44/27/tropicland-backpackers.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/fe/44/27/tropicland-backpackers.jpg?w=800&h=-1&s=1 2x","Tôi đã đặt chỗ này cho đêm cuối cùng của tôi ở Việt Nam. Tôi đã nhận được phòng ngủ tập thể 2 giường và tự mình lấy nó. Sự chào đón không phải là ấm nhất nhưng tôi chỉ tiếp tục với nó. Có vẻ như bên ký túc xá của mọi thứ rất yên tĩnh đến mức gần như không hoạt động - khu vực lễ tân đóng cửa, đèn tắt trên mái nhà và tôi không thấy hoặc nghe thấy bất kỳ khách nào khác trong suốt thời gian lưu trú của tôi dù ngắn ngủi.  Các phòng chính nó là tốt đẹp, đủ lớn và sạch sẽ. Các giường là hoàn toàn đá cứng nhưng nó không làm phiền tôi quá nhiều - Tôi biết một số người sẽ ghét điều đó. Khu vực tắm vòi sen cũng tốt như vòi sen. Không có gì khác để báo cáo về mặt trận đó! Cô gái trong quán cà phê vào buổi sáng thân thiện hơn nhiều và để tôi trả tiền và để túi của tôi phía sau chiếc bàn dễ…",Xếp thứ 53 trong 279 nhà trọ tại Thành phố Hồ Chí Minh,,
