Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_FoodTour,Unnamed: 8,Unnamed: 9
HanoiKids Voluntary English Tour Guiding Club,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c1/03/44/hanoikids-on-a-tour-with.jpg?w=1200&h=900&s=1,Bạn hướng dẫn viên rất dễ thương và có nhiều kiến thức về các địa điểm tham quan. Di chuyển đi lại trong thành phố rất thuận tiện vì các địa điểm nằm gần nhau. Cảm giác bọn mình như khách du lịch nước ngoài vì có nhiều kiến thức bọn mình còn chưa biết nếu khồn được bạn hướng dẫn viên giới thiệu. Rất cảm ơn Hanoikids vì sự chuyên nghiệp và nhiệt tình. Chắc chắn bọn mình sẽ giới thiệu cho nhiều bạn bè đến với Hà Nội và Hanoikids.,Số 24 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d1752779-Reviews-HanoiKids_Voluntary_English_Tour_Guiding_Club-Hanoi.html,,
Hoi An Handicraft Tours,-1,5.0,-1,-1,"It was so much fun making the laterns, they explained it very well and if you struggle they help you. The staff is very helpful and fun.",Số 1 trên 497 Chuyến tham quan & hoạt động ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13076697-Reviews-Hoi_An_Handicraft_Tours-Hoi_An_Quang_Nam_Province.html,,
Hoi An Food Tour - Private Day Tours,-1,5.0,-1,-1,-1,Số 10 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d4660232-Reviews-Hoi_An_Food_Tour_Private_Day_Tours-Hoi_An_Quang_Nam_Province.html,,
Back of the Bike Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/89/7f/6e/back-of-the-bike-tours.jpg?w=1200&h=900&s=1,-1,Số 9 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2264651-Reviews-Back_of_the_Bike_Tours-Ho_Chi_Minh_City.html,,
Rose Kitchen,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/7b/96/30/cooking-in-garden.jpg?w=1200&h=900&s=1,-1,Số 2 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11961561-Reviews-Rose_Kitchen-Hanoi.html,,
Motorbike City Tours,-1,5.0,-1,-1,"Công Ty TNHH Xuất Nhập Khẩu Thương Mại Đại Kinh Nam - Đại Kinh Nam - chuyên cung cấp và phân phối Motor Giảm Tốc, Động Cơ Giảm Tốc, Hộp Số Giảm Tốc, Động Cơ Điện, Motor Động Cơ Rung, Động Cơ Phòng Nổ, Hộp giảm tốc NMRV, Hộp Giảm Tốc WPA, Hộp Giảm Tốc WPS, Hộp Giảm Tốc WPO, Hộp Giảm Tốc WPX, motor giảm tốc tải nặng, motor giảm tốc chân đế, motor giảm tốc mặt bích, motor điều chỉnh tốc độ, motor giảm tốc có thắng từ, motor giảm tốc 3 pha, motor giảm tốc 1 pha, motor giảm tốc cốt ngang, hộp giảm tốc zq, hộp giảm tốc 2 cấp, Hộp Số Giảm Tốc Cycloid Cyclo, Hộp Giảm Tốc Trục Vít chính hãng thương hiệu Chengming Đài Loan uy tín tại Bình Dương, TpHCM, Hà Nội, Thanh Hoá và toàn quốc.",Số 2 trên 1.653 Chuyến tham quan & hoạt động ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d13737525-Reviews-Motorbike_City_Tours-Hanoi.html,,
Dalat Cooking Class ( Life In Laugh),-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8e/8e/e1/fascinating-guided-shopping.jpg?w=900&h=600&s=1,"We really enjoyed Son's cooking class. The market tour was highly entertaining and we learned loads from Son about the local foods on offer. She managed to keep us and our 13 year old son engaged for the whole afternoon, both in the market and in the kitchen. Because of the rain Son had to move the class from the garden venue to indoors. The venue was not as picturesque as in the garden, but Son certainly made the best of it. We picked to make 3 dishes that turned out to be delicious.",Số 2 trên 7 Lớp học & hội thảo ở Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d8388120-Reviews-Dalat_Cooking_Class_Life_In_Laugh-Da_Lat_Lam_Dong_Province.html,,
Hanoi Cooking Class Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/72/89/e2/photo1jpg.jpg?w=900&h=600&s=1,"Sarah is very good guide, friendly and knowledgable with lots of hospitality. She took us to places where are very local. We visited 5 or 6 places and it made me stuffed. It won't be possible to try local foods like that. I enjoyed this course pretty much.",Số 16 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6158322-Reviews-Hanoi_Cooking_Class_Tours-Hanoi.html,,
Insight Hanoi Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ac/ff/09/food-artist-deco.jpg?w=700&h=500&s=1,Hôm nay tới Hà Nội có Thang dân đi ăn mấy món ăn đặc sản hà nội rất ngon nhất là món bún chả hà nội Rất là cảm ơn thang!,Số 5 trên 1.653 Chuyến tham quan & hoạt động ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d14801839-Reviews-Insight_Hanoi_Travel-Hanoi.html,,
Duong's Cooking Class,-1,5.0,"16A Lý Nam Đế House 32 - condominium, Old Quarter, Hoàn Kiếm, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/58/48/e3/top-chef-cooking-class.jpg?w=900&h=600&s=1,Very professional. Picked us up from our hotel. Cooking school Chef lovely and spoke very good English. Encouraged us join in and we were happy to participate. Certainly felt we were appreciated by coming. We sat down at the table in the restaurant to enjoy our cooking for lunch. We also had a tour of the local market with the chef who chatted with stall holders and explained the different vegetable and we tasted different fruits. We got a feel for the local area. We would recommend this tour to everyone.,Số 9 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11670779-Reviews-Duong_s_Cooking_Class-Hanoi.html,,
Hanoi Food Tasting Tours,-1,5.0,-1,-1,"Guarantee to satisfy you much much than you expected.
Mr. Ha is warm hearted and knowledgeable guy ever I met in Vietnam.
Especially he is no doubt so good English speaker but more than that.
Mr.Ha has so kind hospitality that quite somoothly understand his talk
for person like me not English native.
No need to hesitate to participate this tour because Mr. Ha is excellent
communicator so he make you break your communication barrier.
I appreciated him and sure to participate with my wife again.",Số 6 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6786740-Reviews-Hanoi_Food_Tasting_Tours-Hanoi.html,,
Saigon Kiss Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/af/d7/80/women-care-more-which.jpg?w=1200&h=900&s=1,The tour was amazing and very funny. The riders were safe. In particular my driver Phuong Nguyen was very good to explain me the part of the city. She was friendly and very smiled. I do suggest this tour with them!,Số 1 trên 424 Hoạt động ngoài trời ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10694795-Reviews-Saigon_Kiss_Tours-Ho_Chi_Minh_City.html,,
The Original Taste of Hoi An,-1,5.0,-1,-1,"Tasty, delicious, friendly, authentic and informative. We can't rate this tour highly enough. Loved every minute...the walk through the market, the local food outlets, finishing the tour in the customised kitchen ...... all gave us a good feel of the culture. Each of the guides were extremely personable and knowledgeable. We also appreciated the information they were happy to share about local events and services.
This was our second time doing the tour. The first was 6 years ago and we would encourage everyone to do this tour. With around 45 different dishes to taste there are too many photos to upload but here are a few to wet your appetite.",Số 16 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d2054722-Reviews-The_Original_Taste_of_Hoi_An-Hoi_An_Quang_Nam_Province.html,,
Hanoi Cooking Centre,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2d/d2/a1/so-much-delicious-fun.jpg?w=900&h=600&s=1,"This food tour was fantastic! My wife and I only had 2 nights in Hanoi, and we wanted to eat and learn as much as possible. Our guide Son is a very knowledgeable local chef. We started with pho and learned about the original recipe and secret ingredients, and also about how family recipes get passed down and used in Hanoi. We also ate bun cha, crab spring rolls, banh mi, and more. Son also took us to the originator of egg coffee, and it was the best we tasted in all of Vietnam. Highly recommended!",Số 14 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d2435553-Reviews-Hanoi_Cooking_Centre-Hanoi.html,,
Vietnam Vintage Vespa Tours,-1,5.0,-1,-1,"Tôi đã tưng trải nghiệm khá nhiều các tour du lịch ngoài trời của các công ty du dịch khác nhau nhưng lần này là một trải nghiệm không thể nào quên cùng vespa tour.
Hành trình của tôi bắt đầu từ 8.00am cùng với anh hướng dẫn viên cực kì nhiệt tình tên Dương. chúng tôi đã ghé thăm câu Long Biên trong chặng đầu tiên của hành trình cùng với chia sẻ vô cùng bổ ích của anh hướng dần về quá trình hình thành, cũng như sự trường tồn của cây cầu qua hai cuộc chiến tranh khốc liệt, để giờ đây khi nhớ về Ha Noi chúng ta không thể không nhắc đến cầu Long Biên như một minh chứng cho sự trường tồn mạnh mẽ của cây cầu cũng như dân tộc Việt Nam.
tiếp theo chúng tôi đã đi thăm chùa Diên Phúc. một ngôi chùa cổ hơn 1000 năm tuổi. cùng với bao câu chuyện xung quanh nó làm tôi nhớ về một Ha Noi của hơn 1000 năm về trước.
tiếp đó là cánh đồng lúa bạt ngàn vàng óng đang vào mùa gặt.
địa điểm quan trọng nhất và cũng là địa điểm mà tôi thích nhất đó là khu di tích Thành Cổ Loa. mặc dù không còn được nguyên vẹn nhueng qua lời kể cực kì chi tiết của anh Dương cũng như những gì còn xót lại chúng ta cũng cố thể thấy được sự lớn mạnh của nước Việt Nnam từ hơn 2000 năm về trước. đất nước mà gắn liền với những sự tích như "" an Duwong Vương và Mỵ Châu, Trọng Thủy. sự tích nỏ thần và còn nhiều sự tích khác nữa.....
chúng tôi kết thúc tour bằng cốc cà phê trứng tuyệt ngon và món bún chả thật hấp dẫn mà hầu như khách du lịch nào khi đến vieetn nam cũng không thể bỏ qua.
một trải nghiệm tuyệt vời của tôi cùng vespa tour. chúc các anh sẽ phát triển hơn nữa để mang lại thật nhiều nhừng tour thú vị hơn nữa cho mọi người.
chân thành cảm ơn.",Số 11 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8294676-Reviews-Vietnam_Vintage_Vespa_Tours-Hanoi.html,,
Gioan Cooking Class,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/33/25/after-each-course-you.jpg?w=1200&h=900&s=1,"Một trải nghiệm tuyệt vời về lớp học nấu ăn Gioan, vừa thư giãn vừa học thêm được những món ăn dân gian. Thank Gioan restaurant",Số 9 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d1972169-Reviews-Gioan_Cooking_Class-Hoi_An_Quang_Nam_Province.html,,
Minh Hiển Vegetarian Cooking Class Tour,-1,5.0,"30A Đinh Tiên Hoàng St., Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f1/5b/0b/getlstd-property-photo.jpg?w=900&h=600&s=1,"This was a great trip. We bicycled a few kilometers out of town through the rich fields to to an area with fields of herbs and vegetables. Our guide Nhin (I hope I have his name right) had us taste and smell different herbs, from lemon mint, our favorite, to Vietnamese mint, which is a bit spicy and possibly in a different botanical family. There were stands of lemongrass, spring onions, garlic, and all manner of greens and other vegetables. The fields are contiguous small holdings, organic for 200 years. I liked this part quite a bit.
Pedaling back to town, we had Vietnamese pancakes, incredibly delicious. This version was a thin rice flour roll wrapping toated tofu and veggies. All three of thought this was untoppable.
When we got back to Minh Hien I (you might see Minh Hien II and III on Google maps), Nhin became more enthusiastic. We chopped veggies, then boiled and simmered then for broth. We chopped mushrooms, added herbs and condiments, proceeding to make mushroom sauce. We made sweet and sour sauce. Moving on, we made eggplant clay pot, papaya salad, fried tofu and a special Hoi An noodle dish. The timing and sequence of it all went perfectly. The broth and sauces made at the beginning were all integral parts of the subsequent dishes.
The brown Hoi An style rice noodles are made from a secret recipe known to only 5 families. They have a strict code of Omerta around the recipe.
It was an incredible dinner. The meat eater at the table was totally happy. Our only regret was that we could not finish eating everything.",Số 36 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d16913878-Reviews-Minh_Hi_n_Vegetarian_Cooking_Class_Tour-Hoi_An_Quang_Nam_Province.html,,
Hanoi Jeep Adventures & Motorbike Tours,-1,5.0,-1,,Chuyến đi chơi rất vui và chill. Bạn Huy rất nhiệt tình và dễ thương. Bọn mình được nghe giới thiệu nhiều về lịch sử và các di tích của Hà Nội nên rất thích. Highly recommend nhaaaaa ❤️,Số 3 trên 1.653 Chuyến tham quan & hoạt động ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d14137879-Reviews-Hanoi_Jeep_Adventures_Motorbike_Tours-Hanoi.html,,
AN Tours Vietnam,-1,5.0,-1,-1,"Jadon was an amazing guide! Very enthusiastic and engaging. We visited the Notre Dame Cathedral of Saigon, old post office, pink church, secret bunker, and flower market. Along the way we had amazing tasty food in between and at every stop. The beef noodle soup was absolutely out of this world!",Số 5 trên 870 Chuyến tham quan & hoạt động ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d13073660-Reviews-AN_Tours_Vietnam-Ho_Chi_Minh_City.html,,
Scooter Saigon Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c8/c9/d6/hi-scooter-saigon-tour.jpg?w=1200&h=-1&s=1,Both Navi and Kimmy were wonderful guides - full of energy and made our evening! Food was excellent - having been to Vietnam many times we still found the food choices a little different and greatly enjoyed. Definitely recommend!,Số 7 trên 870 Chuyến tham quan & hoạt động ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d7339857-Reviews-Scooter_Saigon_Tour-Ho_Chi_Minh_City.html,,
Coconut Fragrance Restaurant & Cooking Class,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e4/3a/e7/flambe.jpg?w=1200&h=900&s=1,"Nhà hàng mang đến dịch vụ xuất sắc. Điều này bao gồm một bữa cơm ngon, trải nghiệm thuyền thúng tham quan rừng dừa, múa thúng, câu cua, chụp ảnh... Nhà hàng rộng rãi, thoáng mát, đồ ăn ngon và quan trọng là phục vụ vô cùng chu đáo và nhiệt tình của bạn chủ ( Huỳnh: 0793966059 ) Hai bé nhà mình rất thích mãi không chịu về! Tất tần tật, bao gồm cả ăn trưa cho 4 người lớn và 2 trẻ em nhà mình là 960k là rất rất hợp lý!!",Số 2 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d11622239-Reviews-Coconut_Fragrance_Restaurant_Cooking_Class-Hoi_An_Quang_Nam_Province.html,,
Manh's Farm Tour and Homestay cooking Class in Hanoi,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/4a/98/d7/with-local.jpg?w=900&h=600&s=1,"Mình tham gia tour này đã rất nhiều lần. Mỗi lần đều là trải nghiệm tuyệt vời. Cái chợ quê còn giữ nguyên được nét cổ kính hàng trăm năm nay, những bà bán trầu cau với bộ răng đen bóng, cô hàng xén cắt thuốc bắc, bác lò rèn miệt mài làm từng cái dao, các cô các bác nông dân mang các sản phẩm rau củ họ tự trồng ra chợ bán, chẳng thiếu thứ gì cả, bạn cứ tha hồ mà mua sắm và chuẩn bị cho bữa ăn trưa ngon tuyệt vời gia đình Mrs. Manh. Tiếp theo là thăm quan cánh đồng trồng rau, rau xanh mơn mởn ngợp tầm mắt, mùa nào thức đó, còn gì tuyệt hơn là hái rau từ vườn về rồi tự nấu. Bữa ăn tươi ngon được Mrs Manh chuẩn bị, bạn sẽ cùng ăn với giá đình cô và nghe cô chia sẻ đủ thứ về cuộc sống của người nông dân, đảm bảo bạn sẽ không bao giờ quên được. Nếu bạn muốn tìm một nơi tránh xa sự ồn ào của Hanoi, đây là một nơi lý tưởng để thăm.",Số 3 trên 118 Danh lam & Thắng cảnh ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12430947-Reviews-Manh_s_Farm_Tour_and_Homestay_cooking_Class_in_Hanoi-Hanoi.html,,
